CustomerID,Churn,Gender,AgeGroup,CityTier,MaritalStatus,PreferredLoginDevice,PreferedOrderCat,Tenure,WarehouseToHome,HourSpendOnApp,OrderCount,OrderAmountHikeFromlastYear,DaySinceLastOrder,NumberOfStreamerFollowed,SatisfactionScore,Complain,CouponUsed,DiscountAmount,CouponFlag,TenureGroup,AppUsageLevel,StreamerGroup,LastOrderGroup,R_score,F_score,G_score,RFG_Score,RFG_Level,Cluster,Persona,RiskScore,RiskLevel,ActionPriority,ContactFrequency,Action,Channel,PrimaryKPI,SecondaryKPI,OfferIntensity
53315,0,Female,5,3,Divorced,Mobile Phone,Fashion,27.0,14.0,4.0,2,19.0,5.0,9,2,1,1,234,Used,2Y+,Very High,7+,4-7D,2,3,5,10,中RFG综合表现,1,长期忠诚用户,3,中风险,P3-持续培育,7天内触达1次,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,低成本定向权益
53316,0,Male,4,3,Married,Mobile Phone,Fashion,19.0,16.0,4.0,2,13.0,3.0,6,5,1,2,233,Used,1-2Y,Very High,4-6,0-3D,3,3,2,8,中RFG综合表现,1,长期忠诚用户,3,中风险,P3-持续培育,7天内触达1次,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,低成本定向权益
53317,0,Female,2,1,Divorced,Mobile Phone,Laptop & Accessory,6.0,15.0,4.0,2,13.0,4.0,7,3,0,2,177,Used,0-6M,Very High,7+,4-7D,3,3,2,8,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53318,0,Female,5,1,Divorced,Pad,Grocery,26.0,32.0,3.0,2,23.0,1.0,5,2,0,1,263,Used,2Y+,High,4-6,0-3D,5,3,5,13,高RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
53319,0,Male,5,3,Married,Mobile Phone,Laptop & Accessory,11.0,23.0,4.0,2,20.0,1.0,6,3,0,2,188,Used,6-12M,Very High,4-6,0-3D,5,3,5,13,高RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53320,0,Male,5,2,Married,Mobile Phone,Mobile Phone,2.0,15.0,4.0,2,14.0,5.0,3,2,0,1,174,Used,0-6M,Very High,0-3,4-7D,2,3,3,8,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53321,0,Male,5,1,Divorced,Mobile Phone,Laptop & Accessory,1.0,7.0,3.0,3,23.0,3.0,8,2,0,3,173,Used,0-6M,High,7+,0-3D,3,4,5,12,高RFG综合表现,2,主播互动风险用户,3,中风险,P2-自动化召回,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53322,0,Male,2,1,Divorced,Mobile Phone,Mobile Phone,18.0,15.0,4.0,2,25.0,3.0,4,2,1,2,153,Used,1-2Y,Very High,4-6,0-3D,3,3,5,11,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53323,0,Male,4,1,Single,Pad,Mobile Phone,16.0,9.0,3.0,3,15.0,3.0,7,2,1,1,150,Used,1-2Y,High,7+,0-3D,3,4,3,10,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53324,0,Male,5,2,Divorced,Mobile Phone,Mobile Phone,13.0,15.0,4.0,2,22.0,4.0,2,5,0,2,148,Used,1-2Y,Very High,0-3,4-7D,3,3,5,11,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53325,0,Male,4,3,Divorced,Mobile Phone,Laptop & Accessory,1.0,10.0,4.0,2,19.0,4.0,3,5,1,2,167,Used,0-6M,Very High,0-3,4-7D,3,3,5,11,中RFG综合表现,2,主播互动风险用户,5,高风险,P2-自动化召回,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
53326,0,Female,5,1,Divorced,Mobile Phone,Fashion,9.0,16.0,4.0,2,21.0,16.0,3,3,1,3,232,Used,6-12M,Very High,0-3,15D+,1,3,5,9,中RFG综合表现,2,主播互动风险用户,4,高风险,P2-自动化召回,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
53327,1,Female,4,1,Married,Pad,Mobile Phone,1.0,32.0,4.0,8,20.0,9.0,3,4,1,1,145,Used,0-6M,Very High,0-3,8-14D,1,5,5,11,中RFG综合表现,2,主播互动风险用户,5,高风险,P2-自动化召回,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
53328,0,Male,4,1,Married,Pad,Mobile Phone,6.0,7.0,4.0,2,13.0,3.0,2,2,0,1,148,Used,0-6M,Very High,0-3,0-3D,3,3,2,8,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53329,0,Male,5,3,Divorced,Mobile Phone,Laptop & Accessory,1.0,11.0,3.0,2,13.0,4.0,3,5,0,2,168,Used,0-6M,High,0-3,4-7D,3,3,2,8,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
53330,0,Female,4,1,Divorced,Mobile Phone,Mobile Phone,23.0,7.0,3.0,2,17.0,3.0,4,5,0,2,161,Used,1-2Y,High,4-6,0-3D,3,3,4,10,中RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
53331,0,Male,5,1,Divorced,Pad,Mobile Phone,1.0,11.0,3.0,4,18.0,5.0,2,2,0,1,157,Used,0-6M,High,0-3,4-7D,2,5,4,11,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
53332,0,Male,4,3,Divorced,Pad,Laptop & Accessory,6.0,12.0,3.0,6,15.0,4.0,3,4,0,3,190,Used,0-6M,High,0-3,4-7D,3,5,3,11,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
53333,0,Male,5,3,Divorced,Mobile Phone,Mobile Phone,12.0,16.0,4.0,2,20.0,3.0,2,4,0,1,154,Used,6-12M,Very High,0-3,0-3D,3,3,5,11,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53334,0,Female,2,1,Divorced,Mobile Phone,Laptop & Accessory,16.0,10.0,4.0,2,14.0,4.0,4,2,1,1,177,Used,1-2Y,Very High,4-6,4-7D,3,3,3,9,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53335,0,Male,4,1,Divorced,Mobile Phone,Mobile Phone,5.0,18.0,3.0,2,20.0,3.0,5,2,1,2,149,Used,0-6M,High,4-6,0-3D,3,3,5,11,中RFG综合表现,2,主播互动风险用户,5,高风险,P2-自动化召回,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
53336,1,Female,5,3,Married,Mobile Phone,Mobile Phone,1.0,7.0,3.0,2,20.0,3.0,8,3,1,1,153,Used,0-6M,High,7+,0-3D,3,3,5,11,中RFG综合表现,2,主播互动风险用户,5,高风险,P2-自动化召回,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
53337,0,Male,4,3,Divorced,Mobile Phone,Grocery,27.0,15.0,4.0,2,15.0,3.0,7,2,0,1,243,Used,2Y+,Very High,7+,0-3D,3,3,3,9,中RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
53338,0,Male,5,1,Divorced,Mobile Phone,Fashion,9.0,32.0,4.0,2,17.0,9.0,5,4,0,4,234,Used,6-12M,Very High,4-6,8-14D,1,3,4,8,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53339,0,Female,4,3,Divorced,Pad,Mobile Phone,11.0,28.0,3.0,2,16.0,1.0,7,2,0,2,155,Used,6-12M,High,7+,0-3D,5,3,4,12,高RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53340,0,Female,4,1,Single,Mobile Phone,Grocery,27.0,30.0,4.0,4,19.0,9.0,8,2,0,1,268,Used,2Y+,Very High,7+,8-14D,1,5,5,11,中RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
53341,0,Female,4,1,Divorced,Pad,Laptop & Accessory,17.0,7.0,3.0,3,14.0,3.0,6,2,0,2,181,Used,1-2Y,High,4-6,0-3D,3,4,3,10,中RFG综合表现,2,主播互动风险用户,1,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53342,0,Female,4,3,Divorced,Mobile Phone,Laptop & Accessory,21.0,9.0,3.0,8,23.0,8.0,2,2,1,6,170,Used,1-2Y,High,0-3,8-14D,1,5,5,11,中RFG综合表现,3,优惠敏感用户,3,中风险,P3-持续培育,7天内触达1次,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,低成本定向权益
53343,0,Male,4,3,Single,Pad,Fashion,11.0,26.0,3.0,2,14.0,10.0,3,4,1,1,201,Used,6-12M,High,0-3,8-14D,1,3,3,7,低RFG综合表现,0,基础培育用户,4,高风险,P2-自动化召回,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
53344,0,Male,4,1,Married,Pad,Grocery,24.0,9.0,4.0,15,15.0,8.0,3,5,0,14,304,Used,1-2Y,Very High,0-3,8-14D,1,5,3,9,中RFG综合表现,3,优惠敏感用户,1,低风险,P4-常规维护,常规触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,无额外补贴
53345,0,Female,5,2,Divorced,Mobile Phone,Laptop & Accessory,13.0,9.0,3.0,2,12.0,5.0,10,2,0,1,177,Used,1-2Y,High,7+,4-7D,2,3,1,6,低RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53346,0,Male,4,2,Married,Mobile Phone,Mobile Phone,7.0,10.0,3.0,2,12.0,4.0,5,4,1,1,148,Used,6-12M,High,4-6,4-7D,3,3,1,7,低RFG综合表现,2,主播互动风险用户,4,高风险,P2-自动化召回,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
53347,1,Male,4,1,Single,Mobile Phone,Mobile Phone,1.0,32.0,3.0,2,25.0,2.0,3,2,1,2,153,Used,0-6M,High,0-3,0-3D,4,3,5,12,高RFG综合表现,0,基础培育用户,5,高风险,P1-重点挽留,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
53348,0,Female,5,1,Married,Mobile Phone,Mobile Phone,3.0,14.0,4.0,2,15.0,4.0,8,2,0,2,150,Used,0-6M,Very High,7+,4-7D,3,3,3,9,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53349,0,Male,4,1,Divorced,Mobile Phone,Mobile Phone,18.0,16.0,4.0,8,14.0,2.0,3,5,1,3,151,Used,1-2Y,Very High,0-3,0-3D,4,5,3,12,高RFG综合表现,2,主播互动风险用户,3,中风险,P2-自动化召回,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53350,0,Male,4,3,Single,Mobile Phone,Laptop & Accessory,2.0,12.0,4.0,2,15.0,3.0,3,2,0,2,174,Used,0-6M,Very High,0-3,0-3D,3,3,3,9,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53351,1,Male,5,1,Married,Pad,Mobile Phone,21.0,9.0,3.0,2,15.0,1.0,11,2,1,1,149,Used,1-2Y,High,7+,0-3D,5,3,3,11,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53352,0,Female,4,1,Married,Mobile Phone,Laptop & Accessory,17.0,15.0,3.0,2,22.0,1.0,6,4,0,2,173,Used,1-2Y,High,4-6,0-3D,5,3,5,13,高RFG综合表现,2,主播互动风险用户,1,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53353,1,Female,5,3,Single,Mobile Phone,Mobile Phone,1.0,9.0,3.0,2,14.0,3.0,3,3,0,1,145,Used,0-6M,High,0-3,0-3D,3,3,3,9,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
53354,1,Female,4,1,Single,Mobile Phone,Mobile Phone,1.0,25.0,4.0,2,20.0,1.0,3,2,0,2,152,Used,0-6M,Very High,0-3,0-3D,5,3,5,13,高RFG综合表现,2,主播互动风险用户,3,中风险,P2-自动化召回,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53355,0,Male,4,1,Divorced,Mobile Phone,Laptop & Accessory,13.0,21.0,4.0,5,18.0,12.0,2,2,1,5,191,Used,1-2Y,Very High,0-3,8-14D,1,5,4,10,中RFG综合表现,3,优惠敏感用户,4,高风险,P2-自动化召回,48小时内优先触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,视用户价值配置挽留权益
53356,0,Female,5,3,Single,Mobile Phone,Mobile Phone,21.0,9.0,4.0,2,19.0,3.0,3,2,1,2,158,Used,1-2Y,Very High,0-3,0-3D,3,3,5,11,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53357,1,Female,4,1,Divorced,Mobile Phone,Laptop & Accessory,1.0,10.0,3.0,2,20.0,3.0,2,3,1,2,167,Used,0-6M,High,0-3,0-3D,3,3,5,11,中RFG综合表现,0,基础培育用户,5,高风险,P2-自动化召回,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
53358,1,Female,6,1,Married,Mobile Phone,Mobile Phone,5.0,9.0,3.0,2,14.0,1.0,6,2,1,1,153,Used,0-6M,High,4-6,0-3D,5,3,3,11,中RFG综合表现,2,主播互动风险用户,5,高风险,P2-自动化召回,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
53359,0,Female,4,1,Married,Mobile Phone,Mobile Phone,2.0,16.0,4.0,3,19.0,3.0,7,3,0,3,149,Used,0-6M,Very High,7+,0-3D,3,4,5,12,高RFG综合表现,2,主播互动风险用户,3,中风险,P2-自动化召回,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53360,1,Male,4,1,Divorced,Mobile Phone,Mobile Phone,3.0,13.0,4.0,3,22.0,3.0,9,5,1,2,149,Used,0-6M,Very High,7+,0-3D,3,4,5,12,高RFG综合表现,2,主播互动风险用户,5,高风险,P1-重点挽留,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
53361,0,Female,4,1,Single,Mobile Phone,Mobile Phone,1.0,11.0,4.0,2,20.0,1.0,3,3,0,2,148,Used,0-6M,Very High,0-3,0-3D,5,3,5,13,高RFG综合表现,2,主播互动风险用户,3,中风险,P2-自动化召回,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53362,0,Male,4,1,Married,Mobile Phone,Mobile Phone,8.0,17.0,3.0,2,15.0,1.0,3,4,0,2,145,Used,6-12M,High,0-3,0-3D,5,3,3,11,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
53363,0,Female,5,3,Single,Mobile Phone,Laptop & Accessory,16.0,21.0,4.0,2,18.0,4.0,9,3,0,1,187,Used,1-2Y,Very High,7+,4-7D,3,3,4,10,中RFG综合表现,2,主播互动风险用户,1,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53364,0,Male,5,1,Single,Mobile Phone,Mobile Phone,7.0,7.0,4.0,2,12.0,3.0,5,5,1,1,153,Used,6-12M,Very High,4-6,0-3D,3,3,1,7,低RFG综合表现,2,主播互动风险用户,4,高风险,P2-自动化召回,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
53365,0,Female,5,1,Married,Mobile Phone,Fashion,31.0,12.0,3.0,2,14.0,3.0,4,4,1,2,231,Used,2Y+,High,4-6,0-3D,3,3,3,9,中RFG综合表现,1,长期忠诚用户,3,中风险,P3-持续培育,7天内触达1次,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,低成本定向权益
53366,0,Male,5,3,Divorced,Mobile Phone,Mobile Phone,5.0,14.0,3.0,6,16.0,3.0,5,3,0,4,148,Used,0-6M,High,4-6,0-3D,3,5,4,12,高RFG综合表现,2,主播互动风险用户,3,中风险,P2-自动化召回,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53367,0,Female,4,1,Divorced,Mobile Phone,Laptop & Accessory,9.0,28.0,3.0,2,26.0,8.0,3,2,1,1,165,Used,6-12M,High,0-3,8-14D,1,3,5,9,中RFG综合表现,0,基础培育用户,4,高风险,P2-自动化召回,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
53368,0,Female,4,1,Divorced,Mobile Phone,Fashion,23.0,15.0,3.0,2,12.0,8.0,6,4,0,1,199,Used,1-2Y,High,4-6,8-14D,1,3,1,5,低RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
53369,0,Male,4,1,Divorced,Mobile Phone,Mobile Phone,22.0,27.0,3.0,2,18.0,1.0,6,3,0,1,148,Used,1-2Y,High,4-6,0-3D,5,3,4,12,高RFG综合表现,2,主播互动风险用户,1,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53370,0,Female,4,3,Divorced,Pad,Laptop & Accessory,5.0,27.0,3.0,2,14.0,1.0,3,3,0,2,194,Used,0-6M,High,0-3,0-3D,5,3,3,11,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
53371,0,Male,4,1,Single,Mobile Phone,Mobile Phone,13.0,14.0,4.0,2,19.0,2.0,4,2,0,1,172,Used,1-2Y,Very High,4-6,0-3D,4,3,5,12,高RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53372,0,Female,4,1,Divorced,Mobile Phone,Fashion,12.0,7.0,4.0,6,14.0,12.0,3,5,0,4,261,Used,6-12M,Very High,0-3,8-14D,1,5,3,9,中RFG综合表现,3,优惠敏感用户,2,低风险,P4-常规维护,常规触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,无额外补贴
53373,0,Female,5,1,Divorced,Pad,Mobile Phone,6.0,7.0,4.0,2,21.0,3.0,8,4,0,2,148,Used,0-6M,Very High,7+,0-3D,3,3,5,11,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53374,1,Male,5,3,Divorced,Mobile Phone,Mobile Phone,1.0,26.0,3.0,2,19.0,1.0,3,4,1,1,149,Used,0-6M,High,0-3,0-3D,5,3,5,13,高RFG综合表现,0,基础培育用户,5,高风险,P1-重点挽留,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
53375,0,Male,5,3,Married,Mobile Phone,Fashion,14.0,17.0,4.0,2,13.0,3.0,4,4,0,2,222,Used,1-2Y,Very High,4-6,0-3D,3,3,2,8,中RFG综合表现,2,主播互动风险用户,1,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53376,0,Male,5,3,Single,Pad,Laptop & Accessory,1.0,7.0,3.0,2,13.0,8.0,3,5,0,2,168,Used,0-6M,High,0-3,8-14D,1,3,2,6,低RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
53377,0,Male,4,1,Single,Mobile Phone,Mobile Phone,15.0,13.0,3.0,3,14.0,18.0,4,5,1,2,172,Used,1-2Y,High,4-6,15D+,1,4,3,8,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53378,0,Male,4,1,Single,Mobile Phone,Mobile Phone,13.0,9.0,4.0,4,22.0,10.0,6,3,0,3,150,Used,1-2Y,Very High,4-6,8-14D,1,5,5,11,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
53379,1,Male,5,3,Single,Mobile Phone,Mobile Phone,1.0,28.0,3.0,2,14.0,1.0,3,4,1,1,146,Used,0-6M,High,0-3,0-3D,5,3,3,11,中RFG综合表现,0,基础培育用户,5,高风险,P2-自动化召回,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
53380,1,Male,4,1,Single,Mobile Phone,Mobile Phone,1.0,11.0,3.0,2,20.0,1.0,3,5,0,2,155,Used,0-6M,High,0-3,0-3D,5,3,5,13,高RFG综合表现,0,基础培育用户,3,中风险,P2-自动化召回,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
53381,0,Female,4,1,Divorced,Mobile Phone,Laptop & Accessory,5.0,19.0,3.0,9,12.0,6.0,2,2,1,1,184,Used,0-6M,High,0-3,4-7D,2,5,1,8,中RFG综合表现,0,基础培育用户,5,高风险,P2-自动化召回,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
53382,0,Male,4,1,Married,Pad,Mobile Phone,14.0,16.0,3.0,2,15.0,1.0,10,4,1,1,161,Used,1-2Y,High,7+,0-3D,5,3,3,11,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
53383,0,Female,4,1,Divorced,Mobile Phone,Laptop & Accessory,6.0,10.0,4.0,7,13.0,4.0,3,5,0,7,192,Used,0-6M,Very High,0-3,4-7D,3,5,2,10,中RFG综合表现,3,优惠敏感用户,2,低风险,P4-常规维护,常规触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,无额外补贴
53384,1,Male,5,3,Divorced,Mobile Phone,Fashion,1.0,10.0,3.0,4,12.0,3.0,3,2,1,4,228,Used,0-6M,High,0-3,0-3D,3,5,1,9,中RFG综合表现,3,优惠敏感用户,5,高风险,P2-自动化召回,48小时内优先触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,视用户价值配置挽留权益
53385,0,Female,5,1,Single,Mobile Phone,Laptop & Accessory,7.0,7.0,3.0,2,15.0,5.0,2,2,0,1,194,Used,6-12M,High,0-3,4-7D,2,3,3,8,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
