CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,MaritalStatus,AgeGroup,Gender,HourSpendOnApp,OrderCount,OrderAmountHikeFromlastYear,DaySinceLastOrder,PreferedOrderCat,NumberOfStreamerFollowed,SatisfactionScore,Complain,CouponUsed,DiscountAmount
53381,0,5,Mobile Phone,1,19,Divorced,4,Female,3,9,12,6,Laptop & Accessory,2,2,1,1,184
53382,0,14,Pad,1,16,Married,4,Male,3,2,15,1,Mobile Phone,10,4,1,1,161
53383,0,6,Mobile Phone,1,10,Divorced,4,Female,4,7,13,4,Laptop & Accessory,3,5,0,7,192
53384,1,1,Mobile Phone,3,10,Divorced,5,Male,3,4,12,,Fashion,3,2,1,4,228
53385,0,7,Mobile Phone,1,7,Single,5,Female,3,2,15,5,Laptop & Accessory,2,2,0,1,194
53386,1,1,Mobile Phone,3,7,Divorced,5,Male,3,12,12,,Fashion,7,3,0,2,231
53387,0,19,Pad,1,11,Divorced,4,Male,3,2,13,9,Laptop & Accessory,3,4,0,2,169
53388,0,3,Pad,3,27,Divorced,4,Female,3,2,16,3,Mobile Phone,3,2,0,1,147
53389,0,9,Mobile Phone,3,25,Divorced,4,Female,3,2,17,1,Laptop & Accessory,3,3,0,2,171
53390,0,26,Mobile Phone,1,7,Divorced,4,Male,4,8,,9,Grocery,4,2,0,8,296
53391,1,21,Mobile Phone,1,9,Single,4,Male,3,2,25,1,Mobile Phone,6,3,0,2,150
53392,0,27,Mobile Phone,3,9,Married,4,Male,3,16,14,3,Grocery,8,3,0,,274
53393,0,4,Mobile Phone,3,15,Married,4,Male,4,8,12,8,Fashion,7,3,0,5,198
53394,0,12,Pad,3,17,Single,4,Female,3,2,14,4,Laptop & Accessory,3,2,1,1,182
53395,0,9,Mobile Phone,3,10,Married,4,Male,4,2,14,9,Fashion,8,2,0,1,203
53396,0,13,Mobile Phone,3,9,Single,2,Male,3,2,19,8,Fashion,2,3,0,2,204
53397,1,4,Pad,3,31,Single,2,Female,4,,17,1,Grocery,6,4,1,2,257
53398,0,21,Pad,1,23,Married,2,Male,4,3,20,8,Laptop & Accessory,3,3,1,1,176
53399,0,13,Pad,3,15,Married,4,Male,3,2,14,8,Laptop & Accessory,6,2,0,2,176
53400,1,1,Pad,1,16,Single,5,Male,3,2,23,3,Mobile Phone,2,5,1,2,148
53401,0,7,Pad,3,24,Single,4,Male,3,7,,1,Grocery,3,3,0,6,299
53402,1,1,Phone,1,17,Single,5,Female,4,2,21,1,Mobile Phone,8,5,1,2,149
53403,0,7,Mobile Phone,1,20,Single,4,Female,3,2,19,3,Mobile Phone,5,2,0,2,160
53404,0,19,Phone,1,7,Married,4,Female,4,2,15,3,Mobile Phone,5,2,0,1,148
53405,0,24,Mobile Phone,1,7,Married,4,Male,4,2,,4,Grocery,11,2,0,1,299
53406,0,7,Pad,1,7,Divorced,2,Female,3,2,14,3,Laptop & Accessory,3,4,1,1,180
53407,0,15,Pad,1,16,Married,4,Male,4,2,,12,Others,4,3,0,2,319
53408,0,1,Mobile Phone,1,23,Divorced,4,Female,3,3,15,3,Mobile Phone,11,4,0,3,153
53409,0,19,Pad,1,30,Divorced,4,Male,3,2,16,9,Laptop & Accessory,3,5,1,2,161
53410,0,21,Mobile Phone,3,11,Single,4,Female,3,2,18,8,Laptop & Accessory,3,2,1,2,167
53411,1,1,Phone,1,29,Divorced,4,Female,3,2,12,2,Mobile Phone,6,3,1,1,146
53412,0,24,Mobile Phone,1,31,Divorced,4,Male,4,2,19,6,Grocery,5,3,1,,265
53413,0,12,Pad,1,17,Divorced,4,Male,4,2,18,3,Mobile Phone,2,3,0,1,152
53414,0,23,Mobile Phone,1,14,Married,4,Male,4,,14,8,Fashion,8,3,0,1,233
53415,0,1,Mobile Phone,1,24,Married,5,Female,3,4,16,3,Laptop & Accessory,3,3,0,3,169
53416,1,1,Mobile Phone,1,21,Married,5,Male,3,2,25,3,Mobile Phone,3,4,1,2,162
53417,0,5,Pad,1,7,Divorced,4,Female,4,2,13,4,Laptop & Accessory,3,5,0,2,166
53418,0,1,Pad,1,12,Single,4,Male,4,2,16,1,Household,3,2,0,2,136
53419,0,28,Mobile Phone,1,24,Divorced,4,Female,3,,12,9,Fashion,10,3,0,2,232
53420,0,9,Mobile Phone,1,32,Married,4,Female,3,11,12,,Fashion,3,3,1,3,229
53421,0,4,Mobile Phone,1,15,Divorced,2,Female,4,,13,8,Fashion,2,5,1,1,239
53422,1,1,Mobile Phone,1,18,Single,5,Female,4,2,16,1,Mobile Phone,3,5,1,1,151
53423,1,1,Pad,1,12,Single,4,Female,3,2,18,3,Mobile Phone,2,4,0,1,149
53424,0,1,Mobile Phone,1,9,Divorced,2,Male,3,2,13,4,Laptop & Accessory,3,2,0,2,180
53425,0,1,Phone,1,15,Divorced,6,Male,4,2,16,2,Mobile Phone,3,5,0,2,150
53426,0,22,Mobile Phone,1,13,Single,5,Male,4,3,14,3,Laptop & Accessory,4,3,0,1,167
53427,0,22,Mobile Phone,1,11,Single,5,Male,4,,15,9,Fashion,9,3,0,2,235
53428,0,15,Mobile Phone,1,14,Single,4,Female,3,3,15,2,Laptop & Accessory,8,3,0,2,175
53429,0,13,Mobile Phone,1,7,Divorced,5,Female,4,,17,9,Grocery,3,2,0,1,252
53430,0,1,Mobile Phone,1,9,Divorced,4,Female,3,3,19,3,Laptop & Accessory,2,2,0,1,167
53431,0,9,Mobile Phone,1,17,Married,4,Male,3,2,21,3,Mobile Phone,3,2,0,2,164
53432,0,16,Mobile Phone,3,12,Divorced,4,Male,3,2,,1,Others,8,3,0,1,308
53433,0,24,Phone,1,16,Divorced,4,Male,4,2,19,1,Mobile Phone,6,2,0,2,149
53434,0,31,Mobile Phone,1,9,Single,5,Female,4,5,14,4,Grocery,5,2,1,,262
53435,1,1,Mobile Phone,1,18,Divorced,6,Female,4,2,16,1,Laptop & Accessory,7,4,0,2,173
53436,0,29,Pad,1,25,Divorced,4,Male,4,7,15,8,Laptop & Accessory,5,4,1,7,189
53437,0,15,Pad,1,14,Married,6,Female,3,6,23,11,Others,3,3,0,2,325
53438,0,12,Mobile Phone,3,10,Single,4,Male,3,2,13,1,Laptop & Accessory,10,2,1,2,194
53439,1,1,Pad,3,36,Single,6,Male,4,3,19,3,Laptop & Accessory,10,5,0,1,175
53440,1,16,Mobile Phone,3,9,Divorced,6,Female,3,7,16,10,Others,3,2,0,6,323
53441,0,18,Mobile Phone,3,35,Divorced,2,Female,3,,19,12,Grocery,5,2,1,2,258
53442,0,24,Pad,3,7,Divorced,4,Female,4,2,13,14,Laptop & Accessory,2,3,0,2,188
53443,1,1,Mobile Phone,1,23,Single,2,Female,3,16,17,15,Mobile Phone,3,5,0,16,152
53444,0,13,Pad,1,29,Single,4,Female,3,,14,9,Fashion,3,5,1,2,234
53445,0,7,Pad,3,15,Single,5,Female,3,3,20,3,Mobile Phone,2,2,0,3,148
53446,0,19,Mobile Phone,3,18,Divorced,4,Female,3,2,,2,Grocery,5,2,0,2,302
53447,0,6,Pad,1,36,Single,4,Female,4,8,13,8,Mobile Phone,11,3,0,6,165
53448,0,8,Mobile Phone,3,7,Married,2,Male,4,2,12,,Laptop & Accessory,2,2,0,2,222
53449,0,31,Mobile Phone,3,7,Divorced,4,Male,4,,15,5,Fashion,5,2,1,1,244
53450,0,19,Phone,2,31,Single,4,Male,3,2,17,5,Mobile Phone,3,4,0,1,147
53451,0,27,Pad,3,9,Divorced,5,Female,3,7,13,13,Fashion,4,4,0,1,200
53452,1,1,Mobile Phone,1,22,Married,4,Male,3,2,15,1,Laptop & Accessory,9,3,0,1,173
53453,1,1,Pad,1,9,Divorced,4,Male,3,2,15,3,Mobile Phone,8,5,1,2,145
53454,0,8,Phone,3,17,Divorced,4,Female,3,2,20,1,Mobile Phone,3,3,1,1,147
53455,0,2,Phone,3,17,Divorced,4,Male,4,2,23,1,Mobile Phone,3,4,0,2,136
53456,0,12,Pad,1,10,Divorced,4,Male,3,3,17,3,Mobile Phone,5,3,0,3,153
53457,0,24,Mobile Phone,1,9,Divorced,4,Male,4,8,,8,Others,4,3,1,8,317
53458,0,11,Mobile Phone,1,10,Single,4,Female,3,2,16,2,Laptop & Accessory,5,4,0,2,166
53459,0,14,Mobile Phone,3,33,Divorced,4,Male,4,8,15,6,Laptop & Accessory,3,5,0,6,209
53460,0,1,Pad,1,7,Married,5,Female,4,2,14,4,Mobile Phone,3,3,0,2,145
53461,0,23,Mobile Phone,1,7,Married,4,Male,3,3,,3,Others,11,2,0,2,321
53462,0,28,Mobile Phone,3,9,Divorced,5,Female,3,,12,1,Fashion,8,3,0,7,232
53463,0,33,Pad,1,16,Divorced,4,Female,4,2,20,4,Mobile Phone,4,3,0,1,154
53464,0,13,Mobile Phone,1,19,Single,5,Female,3,8,12,,Fashion,2,2,0,6,214
53465,0,29,Pad,1,9,Single,5,Male,3,7,,3,Grocery,9,5,0,4,293
53466,0,17,Mobile Phone,3,32,Married,5,Male,4,,14,1,Fashion,7,2,0,2,259
53467,1,1,Pad,3,16,Single,4,Female,3,2,15,3,Mobile Phone,3,2,1,1,148
53468,1,1,Phone,1,17,Single,5,Female,3,2,14,1,Mobile Phone,3,5,0,2,139
53469,0,23,Mobile Phone,1,15,Married,5,Female,4,2,24,8,Laptop & Accessory,10,5,1,2,171
53470,1,15,Mobile Phone,1,11,Divorced,4,Male,3,3,13,8,Mobile Phone,11,3,1,2,150
53471,1,1,Pad,1,31,Single,5,Male,4,2,13,,Fashion,3,5,0,1,212
53472,0,1,Mobile Phone,1,7,Divorced,5,Male,3,2,17,4,Mobile Phone,3,5,0,1,165
53473,0,4,Mobile Phone,1,27,Divorced,4,Male,3,2,16,,Laptop & Accessory,2,5,0,2,225
53474,0,15,Mobile Phone,1,14,Divorced,2,Female,3,2,14,9,Mobile Phone,3,3,0,2,159
53475,0,12,Mobile Phone,1,24,Divorced,5,Female,4,2,19,,Fashion,2,3,0,1,213
53476,0,14,Mobile Phone,1,27,Divorced,4,Male,4,12,21,,Fashion,6,2,0,5,228
53477,0,1,Pad,1,15,Divorced,6,Male,3,2,20,3,Mobile Phone,3,3,0,2,171
53478,0,29,Pad,1,9,Divorced,4,Male,4,,19,3,Fashion,5,4,0,2,235
53479,0,2,Mobile Phone,1,17,Single,4,Female,3,2,14,8,Laptop & Accessory,5,3,0,2,162
53480,1,8,Mobile Phone,2,7,Divorced,5,Male,4,4,15,,Fashion,11,5,0,3,230
53481,0,7,Mobile Phone,1,12,Married,5,Male,3,2,16,3,Fashion,6,2,0,1,196
53482,1,1,Mobile Phone,3,11,Single,4,Male,3,5,23,,Fashion,2,5,1,4,221
53483,1,1,Pad,1,36,Single,5,Female,3,4,23,9,Laptop & Accessory,3,3,0,4,170
53484,0,2,Phone,1,22,Married,4,Male,3,3,17,3,Mobile Phone,3,3,0,3,147
53485,0,8,Pad,1,10,Single,4,Male,3,2,18,5,Laptop & Accessory,2,2,0,2,203
53486,0,11,Mobile Phone,3,17,Married,5,Female,3,2,15,1,Laptop & Accessory,4,2,1,1,192
53487,1,1,Mobile Phone,1,11,Divorced,4,Male,3,6,16,7,Mobile Phone,3,2,1,6,162
53488,1,1,Phone,1,28,Married,4,Male,3,2,21,1,Mobile Phone,3,3,0,2,149
53489,1,1,Phone,1,32,Single,5,Male,3,3,21,3,Mobile Phone,6,4,1,1,148
53490,0,16,Mobile Phone,1,9,Divorced,4,Male,3,14,,8,Grocery,2,5,0,6,302
53491,1,1,Pad,1,5,Married,5,Male,3,2,16,1,Mobile Phone,3,4,0,1,151
53492,1,14,Pad,3,7,Single,4,Male,3,2,15,1,Laptop & Accessory,5,3,1,1,172
53493,0,7,Pad,3,14,Divorced,4,Female,2,2,18,3,Laptop & Accessory,2,4,0,2,168
53494,0,8,Pad,1,10,Divorced,5,Male,3,2,18,1,Mobile Phone,5,2,0,2,155
53495,0,22,Pad,1,7,Single,2,Male,3,3,,2,Grocery,4,2,0,1,294
53496,0,19,Pad,3,16,Divorced,5,Female,4,5,14,13,Laptop & Accessory,3,3,0,1,181
53497,0,26,Mobile Phone,1,14,Single,4,Male,3,5,20,,Fashion,9,4,0,4,229
53498,0,12,Mobile Phone,3,17,Married,5,Male,4,3,15,,Fashion,2,3,1,3,212
53499,0,3,Mobile Phone,1,35,Married,4,Female,4,2,23,8,Mobile Phone,6,2,0,1,150
53500,0,2,Mobile Phone,1,10,Married,4,Female,4,2,18,8,Fashion,2,4,0,1,202
53501,0,23,Mobile Phone,3,10,Divorced,4,Male,3,5,,10,Grocery,5,3,0,2,300
53502,0,12,Mobile Phone,3,9,Single,4,Male,3,2,17,1,Fashion,9,4,0,2,199
53503,0,17,Pad,1,34,Divorced,4,Female,3,,12,2,Fashion,10,5,0,1,233
53504,1,3,Pad,1,9,Married,4,Male,3,,12,6,Grocery,9,2,0,8,247
53505,0,14,Mobile Phone,1,21,Single,5,Male,3,5,,10,Others,3,3,0,5,321
53506,0,1,Phone,1,7,Single,5,Female,4,3,12,3,Mobile Phone,3,4,1,1,146
53507,0,13,Pad,1,16,Single,4,Male,4,2,16,4,Laptop & Accessory,22,4,0,2,193
53508,0,13,Pad,1,25,Single,4,Male,4,2,21,10,Laptop & Accessory,4,2,0,2,203
53509,0,5,Pad,3,27,Divorced,2,Male,4,3,13,3,Mobile Phone,2,2,0,2,153
53510,0,2,Mobile Phone,1,9,Divorced,5,Male,4,2,18,5,Mobile Phone,2,4,0,1,157
53511,0,9,Pad,3,18,Married,4,Male,3,2,12,3,Laptop & Accessory,3,2,0,1,175
53512,0,23,Mobile Phone,3,15,Divorced,5,Male,3,,18,4,Grocery,8,4,0,2,256
53513,0,8,Pad,1,9,Single,4,Male,4,2,12,3,Laptop & Accessory,4,3,0,2,165
53514,0,3,Pad,1,17,Married,4,Female,4,2,15,2,Mobile Phone,2,4,0,2,158
53515,0,16,Mobile Phone,1,36,Single,6,Male,3,2,20,1,Laptop & Accessory,6,2,0,2,168
53516,0,3,Mobile Phone,1,15,Divorced,5,Male,4,2,14,3,Laptop & Accessory,3,2,1,1,176
53517,0,12,Mobile Phone,2,7,Divorced,2,Male,3,6,14,1,Mobile Phone,3,3,0,2,153
53518,0,5,Pad,1,13,Married,5,Male,3,2,15,3,Mobile Phone,3,3,1,2,152
53519,1,1,Pad,1,15,Single,4,Male,4,2,13,1,Mobile Phone,3,3,0,1,144
53520,1,1,Mobile Phone,3,16,Single,4,Female,4,2,18,4,Laptop & Accessory,2,5,1,1,207
53521,0,15,Mobile Phone,1,19,Divorced,4,Male,3,2,12,1,Mobile Phone,5,2,1,2,173
53522,1,1,Pad,1,22,Divorced,4,Male,4,3,13,3,Mobile Phone,3,3,0,3,151
53523,0,11,Mobile Phone,1,32,Married,5,Female,3,2,14,4,Laptop & Accessory,9,2,0,1,182
53524,0,1,Mobile Phone,1,13,Divorced,5,Male,3,3,14,3,Mobile Phone,3,3,0,3,150
53525,0,8,Mobile Phone,3,16,Divorced,4,Female,4,2,21,4,Laptop & Accessory,3,3,0,2,182
53526,0,9,Mobile Phone,2,15,Single,4,Male,4,2,18,5,Mobile Phone,3,3,0,1,168
53527,1,1,Mobile Phone,3,30,Divorced,5,Female,3,4,14,11,Fashion,3,5,0,1,198
53528,0,14,Pad,1,16,Single,4,Female,3,,18,14,Fashion,11,3,0,1,260
53529,1,6,Pad,3,19,Single,4,Male,3,14,13,15,Grocery,2,5,1,,263
53530,0,16,Mobile Phone,3,11,Single,4,Male,3,2,14,6,Laptop & Accessory,9,5,0,2,177
53531,0,9,Phone,1,7,Divorced,5,Male,3,2,13,8,Mobile Phone,8,3,0,2,148
53532,0,1,Mobile Phone,1,31,Single,4,Male,3,2,23,3,Mobile Phone,10,4,0,2,161
53533,1,1,Mobile Phone,1,19,Divorced,4,Female,4,2,12,1,Mobile Phone,3,2,1,2,150
53534,0,1,Mobile Phone,1,10,Divorced,2,Male,3,2,23,8,Mobile Phone,3,2,0,2,169
53535,0,4,Mobile Phone,3,17,Divorced,5,Male,4,2,19,5,Laptop & Accessory,3,3,0,2,191
53536,0,14,Pad,1,33,Divorced,5,Female,4,2,14,1,Laptop & Accessory,5,2,1,2,169
53537,0,9,Mobile Phone,1,9,Married,5,Male,3,7,19,,Fashion,4,4,0,7,228
53538,0,8,Pad,1,7,Single,5,Male,4,5,21,10,Laptop & Accessory,2,5,0,2,178
53539,0,9,Pad,1,11,Divorced,5,Male,3,3,14,3,Mobile Phone,3,2,0,3,149
53540,1,7,Mobile Phone,3,16,Single,6,Female,3,2,14,4,Laptop & Accessory,10,3,0,2,178
53541,0,6,Pad,3,9,Married,4,Female,4,2,13,1,Mobile Phone,3,5,0,1,153
53542,0,33,Mobile Phone,1,11,Married,4,Female,4,5,14,3,Others,6,5,0,1,324
53543,0,3,Mobile Phone,1,13,Divorced,4,Female,3,2,14,9,Mobile Phone,3,2,0,1,156
53544,0,1,Mobile Phone,1,16,Single,4,Male,3,2,26,1,Mobile Phone,3,5,0,1,151
53545,0,19,Mobile Phone,1,14,Divorced,4,Female,3,2,20,3,Mobile Phone,6,3,1,2,170
53546,0,11,Mobile Phone,1,7,Divorced,5,Female,3,4,14,12,Laptop & Accessory,3,2,0,4,190
53547,0,1,Mobile Phone,1,10,Single,5,Male,3,2,13,3,Mobile Phone,3,3,0,1,155
53548,1,8,Mobile Phone,1,17,Single,4,Male,4,2,12,3,Mobile Phone,3,3,1,2,154
53549,0,27,Mobile Phone,1,14,Married,4,Female,3,5,,8,Others,5,3,0,5,311
53550,0,3,Phone,1,22,Divorced,6,Female,4,2,19,4,Mobile Phone,2,2,1,2,147
53551,1,1,Pad,1,10,Divorced,5,Male,3,2,12,1,Mobile Phone,2,2,1,1,154
53552,0,23,Mobile Phone,3,9,Divorced,4,Female,4,16,,10,Grocery,10,5,0,13,295
53553,0,18,Pad,1,24,Single,6,Male,4,2,14,1,Mobile Phone,4,3,0,2,148
53554,0,7,Mobile Phone,2,9,Divorced,4,Male,3,2,14,5,Mobile Phone,3,3,0,1,161
53555,1,5,Pad,1,12,Married,5,Male,4,2,18,1,Mobile Phone,8,5,0,2,146
53556,0,4,Mobile Phone,3,36,Married,4,Male,4,2,20,4,Laptop & Accessory,10,5,0,2,166
53557,0,14,Pad,3,9,Divorced,4,Male,4,2,13,1,Laptop & Accessory,7,4,0,2,168
53558,0,24,Pad,1,9,Divorced,4,Female,2,3,,3,Grocery,4,5,0,3,304
53559,0,2,Mobile Phone,1,26,Divorced,5,Male,4,4,13,4,Mobile Phone,3,5,0,2,157
53560,0,23,Mobile Phone,1,22,Divorced,4,Male,3,2,,4,Others,7,4,0,2,316
53561,0,9,Mobile Phone,3,24,Divorced,4,Male,4,2,16,,Laptop & Accessory,5,5,1,2,215
53562,1,1,Phone,1,24,Divorced,4,Female,4,2,14,1,Mobile Phone,3,4,0,1,147
53563,0,7,Pad,3,32,Divorced,4,Female,3,2,13,2,Laptop & Accessory,3,3,0,1,170
53564,0,13,Mobile Phone,1,13,Married,6,Male,3,2,15,8,Mobile Phone,3,3,0,1,152
53565,0,4,Mobile Phone,1,14,Married,4,Male,3,9,14,10,Laptop & Accessory,3,3,0,9,160
53566,0,18,Mobile Phone,1,36,Single,4,Male,3,2,26,18,Laptop & Accessory,3,2,0,2,170
53567,0,1,Mobile Phone,3,28,Single,2,Male,3,3,18,3,Mobile Phone,3,2,0,1,152
53568,0,23,Mobile Phone,1,9,Married,4,Male,3,2,12,5,Laptop & Accessory,4,2,0,2,199
53569,0,16,Pad,2,9,Divorced,2,Male,4,2,17,4,Laptop & Accessory,9,5,0,1,188
53570,0,31,Mobile Phone,3,14,Married,2,Male,3,2,19,10,Laptop & Accessory,2,2,1,1,177
53571,0,6,Pad,1,20,Divorced,5,Female,4,3,21,3,Mobile Phone,3,4,0,1,152
53572,0,6,Pad,1,9,Single,4,Female,3,2,15,8,Laptop & Accessory,6,3,1,2,175
53573,0,13,Mobile Phone,1,7,Married,6,Female,4,8,22,,Fashion,4,5,1,6,228
53574,0,7,Mobile Phone,1,16,Divorced,4,Male,3,5,14,11,Mobile Phone,2,2,0,2,153
53575,0,14,Mobile Phone,3,17,Married,5,Female,3,2,13,4,Laptop & Accessory,9,4,0,2,194
53576,0,1,Mobile Phone,3,17,Single,4,Male,3,2,15,2,Laptop & Accessory,2,2,0,1,175
53577,0,4,Mobile Phone,1,7,Divorced,4,Male,4,6,22,8,Mobile Phone,2,4,1,2,161
53578,0,16,Pad,1,33,Divorced,4,Female,3,,18,1,Fashion,5,5,1,1,257
53579,0,9,Pad,3,15,Divorced,5,Female,4,5,12,,Fashion,6,2,1,3,229
53580,0,1,Phone,1,21,Divorced,4,Male,3,7,15,9,Mobile Phone,3,5,1,3,147
53581,0,28,Pad,1,7,Married,4,Female,3,2,18,,Fashion,9,3,0,2,230
53582,0,18,Phone,1,9,Divorced,2,Female,4,8,14,8,Mobile Phone,3,2,0,7,145
53583,1,1,Pad,1,17,Single,5,Female,4,2,26,1,Mobile Phone,3,4,1,2,144
53584,0,3,Mobile Phone,1,7,Married,4,Female,4,2,16,3,Mobile Phone,3,2,0,1,163
53585,0,28,Mobile Phone,1,10,Divorced,4,Male,3,2,,10,Grocery,5,2,0,2,303
53586,0,5,Mobile Phone,1,18,Divorced,4,Male,4,2,13,2,Laptop & Accessory,3,5,1,1,193
53587,0,5,Mobile Phone,1,31,Single,5,Female,4,2,20,9,Laptop & Accessory,3,5,0,1,193
53588,0,31,Mobile Phone,3,10,Single,5,Female,3,2,18,6,Laptop & Accessory,7,2,0,1,177
53589,0,17,Mobile Phone,1,10,Divorced,6,Male,4,2,,8,Others,5,2,0,2,322
53590,0,23,Mobile Phone,1,11,Divorced,5,Male,3,2,,1,Others,4,3,0,1,312
53591,0,13,Pad,1,10,Divorced,4,Male,3,2,13,8,Mobile Phone,3,4,0,2,162
53592,0,22,Mobile Phone,1,9,Single,2,Male,4,2,12,1,Mobile Phone,7,4,0,1,151
53593,0,1,Mobile Phone,1,11,Married,4,Male,4,2,12,4,Mobile Phone,3,3,0,2,150
53594,0,3,Mobile Phone,1,14,Married,4,Male,3,2,12,1,Laptop & Accessory,3,2,1,1,191
53595,0,22,Mobile Phone,1,7,Single,5,Male,4,2,,1,Others,8,2,0,2,308
53596,0,3,Mobile Phone,1,7,Married,5,Female,3,2,15,8,Grocery,5,2,0,,286
53597,0,8,Mobile Phone,1,27,Divorced,2,Female,3,2,18,1,Mobile Phone,2,3,0,2,151
53598,0,18,Mobile Phone,3,12,Divorced,4,Male,3,4,,11,Others,9,4,0,2,307
53599,0,7,Mobile Phone,3,17,Married,2,Male,3,2,15,9,Fashion,2,3,1,2,209
53600,0,1,Mobile Phone,1,32,Single,2,Female,3,2,13,2,Mobile Phone,3,2,1,2,155
53601,0,1,Phone,1,7,Divorced,4,Male,3,2,23,2,Mobile Phone,3,3,0,1,137
53602,1,1,Pad,3,31,Single,6,Male,4,2,15,1,Mobile Phone,3,2,1,2,136
53603,0,1,Mobile Phone,1,11,Single,4,Male,3,3,21,3,Mobile Phone,3,2,1,1,154
53604,1,9,Mobile Phone,3,9,Single,6,Female,4,2,,12,Others,4,4,1,1,313
53605,0,29,Pad,1,15,Married,5,Male,3,16,16,1,Grocery,3,4,1,4,261
53606,1,1,Pad,1,17,Single,5,Female,3,3,21,3,Mobile Phone,3,3,0,3,151
53607,0,23,Mobile Phone,3,11,Divorced,5,Female,3,2,,9,Others,4,4,0,2,313
53608,0,8,Mobile Phone,3,9,Single,4,Female,3,2,13,3,Laptop & Accessory,2,5,1,2,170
53609,0,25,Pad,3,16,Married,4,Male,3,12,25,11,Others,6,4,1,3,323
53610,0,31,Mobile Phone,1,25,Single,4,Male,4,6,13,,Fashion,8,2,0,2,230
53611,0,8,Pad,1,26,Married,4,Female,3,6,14,11,Laptop & Accessory,6,4,0,4,169
53612,0,2,Pad,1,7,Single,4,Male,3,2,12,3,Mobile Phone,2,3,1,1,147
53613,0,18,Mobile Phone,1,11,Married,2,Male,4,15,,14,Others,3,5,0,2,317
53614,0,8,Pad,2,18,Divorced,5,Male,3,2,12,9,Laptop & Accessory,6,4,0,1,170
53615,0,9,Mobile Phone,1,13,Divorced,4,Male,4,3,15,3,Mobile Phone,2,3,1,2,160
53616,0,16,Phone,1,14,Divorced,2,Female,4,2,17,1,Laptop & Accessory,8,4,1,1,149
53617,0,17,Mobile Phone,3,11,Single,5,Female,3,16,15,,Fashion,5,2,0,11,227
53618,0,13,Mobile Phone,1,9,Single,4,Female,3,6,12,13,Laptop & Accessory,11,4,1,5,179
53619,1,8,Mobile Phone,1,22,Divorced,4,Female,4,2,12,6,Fashion,3,2,0,1,205
53620,0,2,Pad,1,9,Divorced,5,Male,3,3,13,3,Mobile Phone,3,2,1,3,164
53621,0,25,Pad,1,13,Single,5,Female,3,8,15,8,Mobile Phone,2,3,0,8,153
53622,0,4,Pad,1,16,Single,4,Female,4,2,19,8,Laptop & Accessory,9,3,1,2,172
53623,1,1,Mobile Phone,1,14,Married,4,Female,3,8,14,8,Mobile Phone,5,3,1,2,158
53624,0,2,Phone,1,7,Single,4,Male,3,2,12,3,Mobile Phone,4,5,0,1,146
53625,0,1,Phone,1,7,Single,4,Female,3,3,19,2,Mobile Phone,3,4,0,2,146
53626,0,6,Mobile Phone,3,15,Divorced,2,Male,3,2,16,9,Laptop & Accessory,3,2,0,1,187
53627,0,19,Pad,1,32,Single,4,Female,3,2,,1,Others,5,4,0,2,306
53628,0,13,Mobile Phone,1,20,Married,5,Female,4,16,,3,Grocery,8,4,1,14,296
53629,0,31,Phone,1,30,Married,4,Male,3,3,13,3,Mobile Phone,3,3,0,3,149
53630,1,1,Mobile Phone,1,14,Divorced,4,Male,4,2,19,2,Laptop & Accessory,3,3,0,2,174
53631,1,3,Mobile Phone,1,30,Single,4,Male,4,2,14,4,Mobile Phone,2,5,0,1,164
53632,0,4,Mobile Phone,1,13,Divorced,5,Female,3,7,13,8,Laptop & Accessory,2,2,0,6,171
53633,0,13,Mobile Phone,1,17,Divorced,4,Female,4,2,13,8,Fashion,5,3,0,1,196
53634,0,23,Mobile Phone,2,7,Single,4,Female,3,6,13,8,Mobile Phone,8,5,0,4,159
53635,0,2,Pad,1,7,Divorced,6,Female,3,8,12,6,Laptop & Accessory,2,2,0,8,192
53636,0,24,Mobile Phone,1,35,Divorced,4,Female,3,2,,3,Grocery,6,5,1,1,294
53637,1,4,Mobile Phone,3,32,Single,5,Male,3,2,13,,Fashion,4,4,1,1,216
53638,1,16,Mobile Phone,3,12,Single,4,Male,4,8,20,,Fashion,11,4,1,6,209
53639,0,4,Mobile Phone,1,24,Divorced,4,Female,4,,24,9,Fashion,3,5,1,1,244
53640,0,13,Mobile Phone,1,25,Single,4,Male,3,2,12,8,Laptop & Accessory,2,3,0,1,170
53641,0,5,Pad,3,9,Married,4,Female,3,10,20,,Fashion,3,3,1,4,224
53642,0,15,Pad,3,17,Single,6,Male,3,12,14,10,Laptop & Accessory,3,4,0,4,187
53643,1,1,Pad,3,7,Single,4,Female,3,3,12,3,Mobile Phone,3,4,1,2,148
53644,1,8,Phone,1,10,Divorced,4,Male,3,2,13,3,Mobile Phone,6,5,0,2,149
53645,0,16,Pad,1,9,Divorced,4,Male,3,3,,11,Grocery,2,3,1,1,304
53646,0,29,Mobile Phone,1,9,Divorced,6,Female,3,10,,12,Others,6,3,0,6,317
53647,0,33,Mobile Phone,2,15,Single,4,Male,3,8,,8,Others,8,4,0,2,322
53648,0,14,Pad,1,23,Married,4,Male,4,2,17,1,Mobile Phone,11,3,0,2,160
53649,0,8,Mobile Phone,1,16,Married,4,Male,3,2,12,,Fashion,2,2,0,2,210
